"","income","height","weight","age","marital","sex","education","afqt"
"4489",1600,62,135,54,"single","female",12,7.753
"4490",0,67,215,52,"married","male",12,11.568
"4491",4000,71,320,48,"married","female",16,20.026
"4492",20000,63,230,54,"married","female",12,7.116
"4493",0,67,400,47,"widowed","female",8,23.088
"4494",12000,65,207,55,"widowed","female",12,8.454
"4495",10000,64,243,50,"separated","female",14,25.641
"4496",13000,75,240,48,"single","male",10,9.929
"4497",0,70,245,53,"single","male",11,3.924
"4498",57000,67,145,49,"separated","male",12,15.226
"4499",36000,63,263,51,"married","female",16,27.272
"4500",45000,74,265,53,"single","male",14,54.934
"4501",47000,66,205,49,"single","female",16,80.595
"4502",0,67,147,48,"single","female",12,15.403
"4503",32000,69,170,49,"married","male",12,29.519
"4504",160000,70,195,52,"single","male",14,1.237
"4505",100000,72,195,51,"married","male",12,NA
"4506",0,69,180,51,"separated","male",11,10.093
"4507",125000,72,205,52,"married","male",16,12.044
"4508",92000,65,NA,51,"married","female",15,17.49
"4509",0,73,310,51,"single","male",12,NA
"4510",0,70,145,49,"single","female",14,18.228
"4511",72000,71,200,55,"married","male",16,38.179
"4512",0,72,231,50,"separated","female",11,0.751
"4513",0,80,205,53,"married","male",9,19.649
"4514",1900,74,240,51,"divorced","male",12,1.118
"4515",38000,73,225,50,"married","male",9,1.792
"4516",30000,71,254,49,"single","male",9,32.012
"4517",24000,74,284,48,"married","male",9,0.69
"4518",14000,64,230,52,"divorced","female",18,14.293
"4519",0,69,180,48,"single","male",12,23.22
"4520",0,70,180,52,"married","female",16,28.475
"4521",16800,66,150,54,"married","male",12,5.093
"4522",24000,67,284,49,"divorced","female",16,18.482
"4523",0,66,139,54,"single","male",10,9.723
"4524",17000,73,175,52,"single","male",15,37.764
"4525",0,72,225,53,"widowed","male",12,3.03
"4526",47000,73,240,55,"separated","male",16,43.95
"4527",40000,68,210,53,"single","male",12,25.729
"4528",60000,72,240,52,"married","male",12,15.45
"4529",87000,67,170,51,"single","male",11,7.895
"4530",50000,71,265,54,"married","male",14,23.671
"4531",0,61,103,48,"divorced","female",12,14.353
"4532",17000,66,150,48,"single","male",12,0.556
"4533",3000,70,190,54,"married","male",7,7.317
"4534",0,66,225,53,"married","female",12,17.955
"4535",48000,70,282,50,"divorced","male",12,34.268
"4536",53000,68,230,54,"married","female",16,29.595
"4537",65000,69,190,48,"divorced","female",18,55.259
"4538",25000,71,235,54,"single","male",18,77.548
"4539",18000,66,232,48,"single","female",14,43.405
"4540",15000,69,250,55,"married","male",12,6.144
"4541",32000,72,275,49,"divorced","male",12,37.42
"4542",0,70,245,49,"married","male",13,12.566
"4543",1000,67,195,50,"single","male",12,16.794
"4544",45000,71,205,55,"married","male",13,32.342
"4545",380,68,187,49,"single","male",12,17.15
"4546",0,64,140,48,"divorced","female",11,16.096
"4547",25000,69,189,50,"married","male",14,34.154
"4548",0,66,160,51,"married","female",14,37.001
"4549",42000,69,179,50,"single","female",16,25.18
"4550",7000,60,160,53,"divorced","female",14,35.221
"4551",22000,74,245,48,"single","male",13,60.222
"4552",82000,62,170,54,"married","female",17,41.928
"4553",142000,64,130,53,"divorced","female",14,45.431
"4554",92000,64,185,50,"divorced","female",18,56.572
"4555",67000,66,160,51,"married","female",17,31.673
"4556",60000,71,215,52,"married","male",12,29.107
"4557",38000,72,214,55,"divorced","male",15,34.156
"4558",48000,73,285,48,"married","male",14,45.788
"4559",49000,59,200,50,"single","female",10,8.626
"4560",40000,61,160,49,"divorced","female",14,12.44
"4561",0,67,160,55,"separated","female",12,NA
"4562",0,62,204,55,"married","female",14,31.755
"4563",0,61,110,52,"divorced","female",12,10.322
"4564",12000,66,145,51,"married","female",14,9.094
"4565",0,67,143,51,"married","female",12,21.978
"4566",75000,70,152,49,"married","female",16,30.57
"4567",684,68,209,50,"single","female",14,3.872
"4568",72000,71,170,49,"divorced","female",14,38.079
"4569",28000,68,230,49,"married","male",10,15.818
"4570",0,63,220,51,"married","female",12,0.745
"4571",30000,64,150,52,"single","female",12,9.487
"4572",20000,60,255,51,"married","female",16,42.926
"4573",31000,68,202,50,"married","male",12,13.798
"4574",0,71,270,55,"single","male",11,3.811
"4575",22000,67,155,51,"single","male",12,19.964
"4576",20000,65,190,50,"divorced","male",11,18.813
"4577",55000,64,190,49,"single","male",12,5.07
"4578",0,64,145,55,"single","male",14,5.942
"4579",77000,59,115,51,"married","female",16,64.711
"4580",0,60,190,54,"divorced","female",14,NA
"4581",25000,64,220,51,"married","female",16,63.689
"4582",0,62,183,53,"married","female",7,0
"4583",53500,63,115,51,"divorced","male",12,3.467
"4584",0,67,165,56,"married","male",14,84.195
"4585",23000,65,165,54,"married","female",16,32.824
"4586",126000,70,134,48,"married","female",20,80.783
"4587",45000,65,250,51,"divorced","female",12,7.789
"4588",0,66,150,54,"single","male",12,32.503
"4589",0,65,170,53,"single","male",15,67.851
"4590",0,74,305,53,"single","male",12,3.746
"4591",0,59,150,49,"separated","female",11,6.036
"4592",0,67,185,51,"single","male",11,9.356
"4593",0,62,110,54,"single","female",12,9.804
"4594",0,61,138,49,"single","female",12,0
"4595",38000,62,130,55,"single","female",17,61.79
"4596",0,72,160,48,"married","male",12,44.543
"4597",0,66,150,56,"divorced","female",18,12.999
"4598",45000,74,185,51,"separated","male",18,21.619
"4599",0,60,114,51,"divorced","female",12,30.017
"4600",343830,65,160,49,"divorced","male",9,37.507
"4601",0,62,130,53,"married","female",9,11.97
"4602",0,62,150,53,"married","female",11,27.353
"4603",64000,63,175,48,"separated","female",13,27.638
"4604",0,74,198,51,"single","male",12,NA
"4605",48500,72,195,54,"married","male",16,67.69
"4606",9119,74,212,51,"separated","female",12,38.327
"4607",37000,70,212,55,"single","female",13,18.213
"4608",60000,63,163,56,"separated","female",14,30.658
"4609",20000,67,170,48,"married","male",10,3.094
"4610",25924,72,160,48,"married","male",12,7.419
"4611",0,67,180,51,"single","female",10,3.009
"4612",40000,61,160,52,"married","male",11,2.042
"4613",50000,63,180,49,"divorced","female",12,25.937
"4614",120000,68,260,52,"married","male",15,31.677
"4615",40000,70,290,50,"married","male",11,25.494
"4616",0,61,120,54,"single","female",10,6.98
"4617",30000,61,120,53,"separated","female",14,17.27
"4618",600,66,144,53,"single","male",10,2.77
"4619",170000,72,209,51,"married","male",18,73.191
"4620",80000,69,260,53,"married","male",12,52.617
"4621",0,60,145,48,"divorced","female",10,10.385
"4622",0,65,165,51,"married","female",15,25.638
"4623",42000,67,167,52,"married","male",9,7.493
"4624",0,64,162,50,"single","male",10,7.825
"4625",8000,61,220,53,"married","female",9,7.897
"4626",15000,67,257,49,"widowed","female",9,3.577
"4627",0,62,145,52,"married","male",12,22.977
"4628",35000,70,170,50,"married","male",11,9.356
"4629",55000,67,160,49,"separated","male",12,20.124
"4630",0,65,250,54,"single","male",14,23.759
"4631",18000,68,180,51,"married","male",12,22.114
"4632",41000,66,185,51,"single","male",12,16.868
"4633",343830,71,210,51,"divorced","male",12,56.485
"4634",75000,72,250,50,"single","male",14,26.806
"4635",20000,69,175,50,"single","male",16,39.342
"4636",55000,69,209,54,"married","male",13,77.242
"4637",18000,62,145,53,"widowed","female",6,7.401
"4638",53000,64,170,48,"married","male",14,47.029
"4639",22000,71,210,52,"separated","male",9,12.185
"4640",48000,63,166,50,"divorced","female",12,71.577
"4641",38000,74,265,49,"single","male",12,72.782
"4642",0,64,170,55,"single","female",14,1.98
"4643",36000,65,143,55,"married","male",16,24.585
"4644",102000,64,180,54,"married","female",16,66.927
"4645",82300,65,153,50,"married","female",18,88.573
"4646",57000,64,205,48,"single","female",13,54.285
"4647",0,73,247,48,"married","male",12,34.967
"4648",35000,59,165,53,"married","female",10,7.759
"4649",104000,62,100,48,"married","female",20,92.001
"4650",16313,65,140,48,"married","female",14,44.38
"4651",343830,73,182,55,"single","male",14,7.362
"4652",55000,67,180,52,"divorced","male",12,50.345
"4653",87000,70,196,50,"divorced","male",12,41.577
"4654",50000,64,179,51,"married","female",18,43.258
"4655",32000,65,182,48,"married","male",12,48.172
"4656",0,68,155,50,"married","female",19,86.873
"4657",116000,70,215,52,"married","male",19,84.964
"4658",45000,64,180,53,"widowed","female",12,14.822
"4659",0,67,180,52,"single","male",11,11.511
"4660",50000,64,170,48,"single","female",20,65.558
"4661",400,72,165,51,"single","male",14,42.811
"4662",53000,66,162,54,"married","female",15,63.053
"4663",94000,73,247,52,"married","male",18,61.223
"4664",51500,66,156,50,"divorced","female",12,40.249
"4665",55000,67,220,52,"married","female",16,79.02
"4666",2000,63,150,53,"divorced","female",11,NA
"4667",6000,67,222,49,"married","female",10,5.837
"4668",15000,71,220,52,"married","male",14,63.46
"4669",20000,66,170,49,"separated","male",12,45.145
"4670",12000,71,145,50,"married","male",13,40.648
"4671",0,65,175,54,"widowed","female",16,27.877
"4672",50000,67,130,49,"married","male",12,43.006
"4673",0,71,206,55,"single","male",11,12.741
"4674",4000,67,150,54,"single","female",11,10.551
"4675",10000,72,225,51,"single","male",13,41.554
"4676",45000,72,220,48,"married","male",12,17.721
"4677",48500,73,299,54,"single","male",12,4.224
"4678",83000,70,281,51,"divorced","male",12,30.548
"4679",52000,68,160,48,"divorced","female",16,78.921
"4680",25000,71,203,52,"married","male",12,25.036
"4681",84000,65,200,48,"single","female",16,31.54
"4682",16000,62,163,53,"divorced","female",17,24.65
"4683",14000,68,190,54,"married","female",14,14.744
"4684",55000,69,206,52,"married","male",12,NA
"4685",20000,67,160,52,"married","male",12,9.369
"4686",10000,61,118,49,"separated","female",12,8.324
"4687",50000,73,220,53,"married","male",14,23.42
"4688",50000,70,205,55,"married","male",10,2.648
"4689",0,67,172,54,"married","male",14,NA
"4690",69940,66,162,49,"married","female",12,3.453
"4691",55000,74,275,53,"divorced","male",12,38.982
"4692",59000,63,150,51,"single","female",12,27.877
"4693",103000,66,212,49,"divorced","male",12,21.181
"4694",150000,70,175,52,"married","male",16,79.821
"4695",60000,73,190,48,"married","male",12,31.351
"4696",0,71,195,49,"single","male",12,17.681
"4697",0,73,142,50,"single","female",13,9.902
"4698",12000,74,180,50,"single","male",12,25.208
"4699",0,63,215,52,"single","female",12,8.202
"4700",57000,68,240,52,"divorced","male",12,1.784
"4701",60000,64,235,49,"married","male",12,1.625
"4702",43000,67,240,51,"married","male",13,49.643
"4703",57000,71,196,49,"married","male",13,27.057
"4704",25000,70,180,49,"divorced","male",12,60.054
"4705",3000,69,225,48,"divorced","male",12,40.913
"4706",85000,72,190,53,"widowed","male",16,67.524
"4707",30000,67,222,52,"separated","female",16,42.081
"4708",73000,75,270,49,"married","male",16,22.004
"4709",17000,66,130,55,"divorced","female",16,NA
"4710",18000,66,240,53,"single","female",14,NA
"4711",40000,67,220,54,"single","female",12,NA
"4712",44000,68,180,55,"single","female",12,49.239
"4713",96000,72,210,48,"married","male",12,45.08
"4714",0,65,122,56,"widowed","female",12,12.328
"4715",0,66,148,54,"married","female",12,11.067
"4716",0,67,160,53,"single","male",12,20.101
"4717",90000,70,195,51,"married","male",12,51.713
"4718",0,66,145,48,"married","male",12,5.814
"4719",20000,66,165,52,"married","female",12,25.517
"4720",32000,63,230,49,"divorced","female",14,14.92
"4721",0,63,135,48,"married","female",13,67.753
"4722",77000,69,276,52,"married","male",12,13.88
"4723",20000,68,180,51,"married","male",12,42.71
"4724",54000,67,170,50,"single","male",14,69.371
"4725",50000,66,165,48,"married","male",11,57.451
"4726",30000,66,170,52,"divorced","male",9,14.361
"4727",0,70,170,48,"separated","female",11,31.71
"4728",5400,69,159,52,"single","female",11,5.71
"4729",67000,62,207,50,"divorced","female",14,26.67
"4730",0,69,170,49,"single","male",12,33.217
"4731",40000,62,165,56,"divorced","female",12,2.351
"4732",15000,67,NA,51,"divorced","female",14,45.968
"4733",22000,73,180,50,"married","male",12,7.946
"4734",25000,71,200,52,"separated","male",15,31.135
"4735",15000,62,175,53,"single","female",12,40.117
"4736",30000,60,142,55,"single","female",12,33.938
"4737",30000,70,215,53,"divorced","male",12,17.668
"4738",14400,62,224,52,"single","female",12,12.605
"4739",0,65,253,52,"married","female",9,2.4
"4740",82000,72,250,49,"married","male",18,59.063
"4741",0,70,205,51,"single","female",12,4.899
"4742",343830,71,249,50,"married","male",16,41.885
"4743",127000,63,200,48,"single","female",16,20.764
"4744",38500,64,145,51,"divorced","female",14,25.114
"4745",24000,67,167,50,"divorced","male",12,43.516
"4746",154,66,230,52,"widowed","female",12,4.907
"4747",0,70,195,55,"separated","male",12,22.47
"4748",52000,74,230,53,"single","male",12,29.808
"4749",40000,72,220,50,"married","male",12,29.487
"4750",0,66,147,53,"single","male",11,11.553
"4751",54800,70,240,55,"married","male",12,25.796
"4752",55000,63,270,48,"married","female",11,35.957
"4753",35000,60,120,48,"married","female",16,79.076
"4754",7000,60,135,51,"widowed","female",12,69.863
"4755",18000,63,170,49,"divorced","female",12,28.098
"4756",17000,63,170,54,"married","female",14,33.623
"4757",0,65,275,52,"single","female",12,14.461
"4758",0,70,231,52,"widowed","female",12,20.472
"4759",0,67,253,52,"married","male",12,4.489
"4760",0,73,190,51,"single","male",14,15.671
"4761",32000,72,190,51,"divorced","male",13,3.18
"4762",600,69,170,48,"single","male",12,13.268
"4763",0,66,155,53,"divorced","male",12,7.795
"4764",3500,71,222,49,"divorced","female",14,29.398
"4765",20000,64,172,54,"single","female",16,54.606
"4766",57000,62,154,53,"married","female",16,68.723
"4767",0,68,145,51,"divorced","male",16,91.145
"4768",65000,64,130,55,"divorced","female",12,17.776
"4769",17000,73,200,49,"married","male",12,10.852
"4770",24000,69,250,48,"divorced","male",12,59.989
"4771",50000,67,166,50,"divorced","male",16,49.828
"4772",34000,65,180,49,"married","female",16,38.547
"4773",52000,68,195,52,"married","male",14,30.086
"4774",3200,72,190,48,"divorced","male",12,2.44
"4775",35000,62,139,55,"married","female",16,48.411
"4776",9000,67,180,53,"married","female",12,18.119
"4777",53000,63,128,52,"married","female",16,23.727
"4778",70000,67,181,51,"single","male",12,79.253
"4779",0,63,165,52,"widowed","female",12,5.625
"4780",2200,62,185,51,"single","female",20,82.06
"4781",0,72,355,52,"divorced","male",14,69.579
"4782",0,68,215,55,"widowed","female",12,2.252
"4783",19000,63,138,55,"single","female",13,6.832
"4784",0,65,223,55,"widowed","female",14,13.039
"4785",165275,74,190,54,"married","male",18,63.99
"4786",32000,75,275,54,"married","male",12,NA
"4787",52500,66,312,51,"divorced","female",18,51.795
"4788",170000,72,184,48,"married","male",16,39.625
"4789",86000,62,160,51,"single","female",15,89.254
"4790",1000,75,200,51,"married","male",11,15.933
"4791",9000,72,190,49,"single","female",12,59.362
"4792",80000,66,170,55,"divorced","female",16,55.695
"4793",343830,72,225,48,"married","male",20,97.474
"4794",99000,69,200,53,"married","male",16,24.178
"4795",18730,67,175,50,"single","female",12,14.979
"4796",9000,63,190,54,"married","female",12,4.015
"4797",52000,69,187,55,"divorced","male",12,34.772
"4798",52000,65,182,53,"single","female",12,11.095
"4799",23400,62,176,52,"single","female",11,3.685
"4800",30000,68,174,51,"married","female",12,21.982
"4801",0,66,210,53,"single","female",13,17.405
"4802",34000,68,210,53,"married","male",13,41.601
"4803",0,69,130,53,"divorced","male",12,8.089
"4804",15000,72,205,51,"single","male",14,29.178
"4805",0,68,155,54,"single","male",11,7.79
"4806",11000,74,240,52,"single","male",12,58.299
"4807",10000,63,150,51,"single","female",14,25.292
